: 1585658952:0;gem install lscolors
: 1591647139:0;gsh
: 1591647540:0;gacm "new git ps1 commit working"
: 1591647589:0;g head
: 1591647729:0;gco rollback
: 1591647764:0;gacm "testing commiter"
: 1591647807:0;g push -u origin rollback
: 1591654958:0;h G ps
: 1591655916:0;ps -jef
: 1591657649:0;ps -ax
: 1591658448:0;ps users
: 1591658452:0;ps $users
: 1591664101:0;echo $DATE
: 1591664106:0;echo DATE
: 1591664112:0;echo date
: 1591664123:0;echo_time
: 1591664128:0;echo time
: 1591664242:0;perl -ne 'print "[".localtime()."] $_"'
: 1591664271:0;perl -ne 'print "[".localtime()."]"'
: 1591664326:0;t="d=$(date +%Y-%m-%d); echo $d "
: 1591664330:0;echo t
: 1591664337:0;echo $t
: 1591664354:0;d=$(date +%Y-%m-%d); echo $d "\
"
: 1591664599:0;d=$(data "%-d/%-m/%Y %H:%M"); echo $d
: 1591664608:0;d=$(date "%-d/%-m/%Y %H:%M"); echo $d
: 1591664627:0;d=$(date %-d/%-m/%Y %H:%M); echo $d
: 1591664634:0;d=$(date +%-d/%-m/%Y %H:%M); echo $d
: 1591664662:0;d=$(date +%-d/%-m/%Y +%H:%M); echo $d
: 1591664671:0;d=$(date +%-d/%-m/%Y); echo $d
: 1591664749:0;d=$(date +%A, %d %b %Y %l:%M %p); echo $d
: 1591664761:0;d=$(date +"%A, %d %b %Y %l:%M %p"); echo $d
: 1591665615:0;v zr
: 1591665934:0;rm zr
: 1591669237:0;man jobs
: 1591669321:0;jobs -l
: 1591669575:0;echo $_
: 1591669608:0;echo 1>
: 1591669618:0;echo >&1
: 1591669722:0;echo %-
: 1591669731:0;%-
: 1591669913:0;%vim
: 1591670100:0;jl
: 1591670151:0;%%
: 1591670165:0;jobs 1
: 1591670434:0;jn1
: 1591670550:0;% vim
: 1591670605:0;% ruby
: 1591670722:0;v jna
: 1591670787:0;rm jna
: 1591670810:0;jn 3
: 1591670820:0;jn ruby
: 1591707807:0;pgrep
: 1591708390:0;kill $(jobs -p)
: 1591708463:0;man pkill
: 1591708893:0;jobs -p | grep -o -E '\s\d+\s'
: 1591708942:0;jobs -p | pgrep
: 1591709216:0;jobs -p | pgrep | kill -9
: 1591709267:0;jobs -p | grep -o -E '\s\d+\s' | 'kill -9\
'
: 1591709279:0;jobs -p | grep -o -E '\s\d+\s' | kill -9\
'\
'
: 1591709296:0;jobs -p | grep -o -E '\s\d+\s' | kill -9
: 1591709349:0;jobs -p | grep $(-o -E '\s\d+\s')
: 1591709358:0;jobs -p | kill -9 grep $(-o -E '\s\d+\s')
: 1591709374:0;jobs -p | kill -9 $(grep -o -E '\s\d+\s')
: 1591709418:0;echo $(grep -o -E '\s\d+\s')
: 1591709451:0;jobs -p | grep -o -E '\s\d+\s' | xargs kill
: 1591709718:0;ps -au$USER
: 1591709794:0;jobs -p | grep -o -E '\s\d+\s' | xargs kill -9
: 1591709896:0;pka vim
: 1591710234:0;jn 1
: 1591710883:0;any login
: 1591712256:0;print -P "prompt escapes"
: 1591712269:0;print -P '%B%F{red}co%F{green}lo%F{blue}rs%f%b'
: 1591719390:0;which rvm-prompt
: 1591719416:0;rbenv version
: 1591720321:0;type which
: 1591720347:0;command which rbenv
: 1591720481:0;eval "$(rbenv "sh-$command" "$@")"
: 1591720728:0;ðƒ¿ƒ²ƒ®
: 1591721456:0;ruby_version="$(rbenv version | sed -e "s/ (set.*$//")"
: 1591721458:0;echo $ruby_version
: 1591722363:0;g br
: 1591722507:0;git rev-list --left-right --count origin/master...origin/master
: 1591722518:0;git rev-list --left-right --count origin master...origin master
: 1591722534:0;git rev-list --left-right --count master...master
: 1591722650:0;gacm "added test comit for git branch info"
: 1591722660:0;git rev-list --left-right --count origin/master...@
: 1591722669:0;git rev-list --left-right --count master...@
: 1591722693:0;git rev-list --left-right --count origin/master...@ | cut -f1
: 1591722930:0;git pusll
: 1591723109:0;git status -sb
: 1591723216:0;git rev-list --left-right --count master...origin/HEAD
: 1591723221:0;git rev-list --left-right --count master...origin/master
: 1591723429:0;git status -uno
: 1591723449:0;git status --help
: 1591723487:0;gs -l
: 1591723573:0;gs --long
: 1591723623:0;gs --show-stash
: 1591723668:0;git status -v
: 1591723684:0;git status --show-stash
: 1591723709:0;git show-branch *master
: 1591723717:0;git show-branch master
: 1591723748:0;git show-branch orgin/master
: 1591723761:0;git show-branch HEAD
: 1591724453:0;git remote update /dev/null 2>&1
: 1591724472:0;git remote update 2>&1 /dev/null
: 1591724577:0;git remote update --quiet
: 1591724595:0;git remote update --q
: 1591724602:0;git remote update -q
: 1591724638:0;git remote update >/dev/null 2>&1
: 1591724694:0;git acm "test"
: 1591724742:0;âƒ¶²
: 1591725079:0;[ -d .git ] && echo .git || git rev-parse --git-dir > /dev/null 2>&1
: 1591725108:0;[ -d .git ] && echo "is a repo" || git rev-parse --git-dir > /dev/null 2>&1
: 1591725280:0;git rev-parse --is-inside-work-tree 2>/dev/null)" == "true"
: 1591725290:0;git rev-parse --is-inside-work-tree 2>/dev/null == "true"
: 1591725300:0;git rev-parse --is-inside-work-tree == "true"
: 1591725371:0;[ "$(git rev-parse --is-inside-work-tree 2>/dev/null)" == "true" ]
: 1591725381:0;"$(git rev-parse --is-inside-work-tree 2>/dev/null)" == "true"
: 1591725707:0;git rev-parse --is-inside-work-tree 2>/dev/null
: 1591726183:0;git acm "trying to find old func"
: 1591726202:0;gco 01965ab
: 1591726226:0;git status
: 1591726326:0;git check out master
: 1591726380:0;gco 7527bab
: 1591727827:0;\uE0A0
: 1591727838:0;echo "\uE0A0"
: 1591731106:0;mv ~/.env
: 1591731115:0;mv ~/.env $PWD
: 1591731156:0;gacm "ADDED: a git ignore to ignore the .env file."
: 1591732187:0;mv .env env.json
: 1591733679:0;ginit test
: 1591735889:0;mkd t
: 1591735894:0;ginit tester
: 1591736218:0;mkd exm
: 1591736234:0;ginit hist_of_gods
: 1591736455:0;mkd a
: 1591736478:0;git acm "ex"
: 1591736565:0;git remote add origin git@github.com:shadow-chasing/\
git remote add origin git@github.com:shadow-chasing/
: 1591736568:0;\
git remote add origin git@github.com:shadow-chasing/
: 1591737456:0;mkd burn
: 1591737475:0;ginit keooko
: 1591737709:0;mkd mem
: 1591737998:0;git acm "update"
: 1591738274:0;ginit mem
: 1591738787:0;mkd rock
: 1591738891:0;ginit fuked
: 1591738911:0;v README<md
: 1591739304:0;mkd last
: 1591739325:0;ginit last
: 1591739585:0;git remote add origin git@github.com:shadow-chasing/last.git
: 1591739674:0;git push -u origin/master
: 1591739781:0;guc
: 1591740042:0;glb
: 1591740155:0;rm -fR Scratch
: 1591740296:0;mkd testing
: 1591740309:0;ginit testing
: 1591740386:0;gacm "test"
: 1591740971:0;git rm README.md
: 1591741011:0;git rm --cached README.md
: 1591741674:0;mkd py
: 1591741687:0;ginit py
: 1591743114:0;gacm "AMENDED: changed some of the script for the git init remote and local"
: 1591745228:0;inside_git_repo="$(git rev-parse --is-inside-work-tree 2>/dev/null)"
: 1591745241:0;echo $inside_git_repo
: 1591745524:0;git config --global alias.root 'rev-parse --show-toplevel'
: 1591745783:0;git rev-parse --show-toplevel
: 1591746251:0;git rev-parse --show-cdup
: 1591746370:0;git rev-parse --is-inside-git-dir
: 1591746432:0;git rev-list --parents HEAD
: 1591747168:0;pwd | locate -P
: 1591747215:0;$LOCATE_PATH
: 1591747223:0;echo $LOCATE_PATH
: 1591747523:0;git rev-parse
: 1591747608:0;$OLDPWD
: 1591747675:0;$(OLDPWD) | git rev-parse --is-inside-work-tree
: 1591747692:0;$(OLDPWD) git rev-parse --is-inside-work-tree
: 1591747707:0;$(OLDPWD) rev-parse --is-inside-work-tree
: 1591747714:0;$(OLDPWD) --is-inside-work-tree
: 1591748397:0;d=`pwd`\
while [ "$d" != "" ]; do\
 [ -d "$d"/.git ] && exit 0\
 d=${d%/*}\
done
: 1591748450:0;d=`pwd`\
while [ "$d" != "" ]; do\
 [ -d "$d"/.git ] && exit 0\
 d=${d%/*}\
echo $d\
done
: 1591748617:0;git ls-files
: 1591748641:0;git ls-tree
: 1591748662:0;git ls-tree -d
: 1591748684:0;git ls-tree -d HEAD
: 1591748724:0;git ls-tree --name-only
: 1591748729:0;git ls-tree -d --name-only
: 1591748766:0;git ls-tree -d --name-only -path HEAD
: 1591748773:0;git ls-tree -d --name-only HEAD
: 1591748908:0;git -C $PWD
: 1591748931:0;git -C $PWD rev-parse
: 1591748936:0;$?
: 1591749185:0;git rev-parse --is-inside-work-tree --git-dir="$OLDPWD"
: 1591749702:0;git rev-parse --is-inside-work-tree --git-dir="$PWD"
: 1591749711:0;git rev-parse --is-inside-work-tree --git-dir="$PWD" G --
: 1591749717:0;git rev-parse --is-inside-work-tree --git-dir="$PWD" G "--"
: 1591749739:0;git rev-parse --is-inside-work-tree --git-dir="$PWD" G "\-\-"
: 1591749999:0;git rev-parse --is-inside-work-tree --git-dir="$PWD" G "\-\-" A awk 'BEGIN { FS="=" } { print $2 }'
: 1591750016:0;git rev-parse --is-inside-work-tree --git-dir="$PWD" G "\-\-" A 'BEGIN { FS="=" } { print $2 }'
: 1591750190:0;git rev-parse --is-inside-work-tree --git-dir="$OLDPWD" G "\-\-" A 'BEGIN { FS="=" } { print $2 }'
: 1591750437:0;git rev-parse --show-toplevel --git-dir="$OLDPWD" G "\-\-" A 'BEGIN { FS="=" } { print $2 }'
: 1591752595:0;git alias
: 1591753155:0;alias tasks='grep --exclude-dir=.git -rEI "TODO|FIXME" . 2>/dev/null'
: 1591753171:0;git aliases G tasks
: 1591753680:0;git grep "test" $(git rev-list --all)
: 1591753795:0;git grep "subtitle" $(git rev-list --all)
: 1591753807:0;git grep "env" $(git rev-list --all)
: 1591756232:0;git log --author=\"`git config user.name`\" --before={`date "+%Y-%m-01"`} --after={`date --date=\"$(date +%Y-%m-1) -1 month\" \"+%Y-%m-01\"`} --reverse --pretty=format:\"%cd %h %s\" -- date=short
: 1591756512:0;git log --author=\"`git config user.name`\" --before={`date "+%Y-%m-01"`} --after={`date --date=\"$(date +%Y-%m-1) -1 month\" \"+%Y-%m-01\"`} --reverse
: 1591756630:0;git c-t-m
: 1591756637:0;g c-l-m
: 1591756675:0;g tasks-count
: 1591756750:0;git last
: 1591756782:0;g look ad573cf
: 1591757214:0;v stack.rb
: 1591757279:0;gacm "UPDATE: aliases updated. added to cheat"
: 1591758174:0;git acm "fix"
: 1591758314:0;git add
: 1591758531:0;gunc
: 1591758550:0;v git_init
: 1591758613:0;g cm "FIX"
: 1591795470:0;v ~/.notes/playstation.md
: 1591802138:0;t gist.rb && chmod u+x gist.rb
: 1591805552:0;git -rev-parse --git-dir
: 1591805916:0;git rev-parse --is-inside-work-tree
: 1591806363:0;git rev-parse --igt-dir --git-dir="$PWD" G "\-\-" A awk 'BEGIN { FS="=" } { print $2 }'
: 1591806372:0;git rev-parse --git-dir --git-dir="$PWD" G "\-\-" A awk 'BEGIN { FS="=" } { print $2 }'
: 1591806383:0;git rev-parse --git-dir --git-dir="$PWD" G "\-\-" A 'BEGIN { FS="=" } { print $2 }'
: 1591806399:0;git rev-parse --git-dir --git-dir="$PWD" G "\-\-" A 'BEGIN { FS="/" } { print $2 }'
: 1591806415:0;git rev-parse --git-dir --git-dir="$PWD" G "\-\-" A 'BEGIN { FS="/" } { print $3 }'
: 1591806592:0;mkd testeer2
: 1591806668:0;git rev-parse --git-dir --git-dir="$PWD"
: 1591807004:0;git rev-parse --git-dir
: 1591807065:0;git rev-parse --git-dir --git-dir="$PWD" G "\-\-" A 'BEGIN { FS="/" } { print $8 }'
: 1591807446:0;git rev-parse --git-dir --git-dir="$OLDPWD" G "\.git"
: 1591807817:0;git rev-parse --git-dir --git-dir="$PWD" G "\.git" A '{print $(NF)}'
: 1591807846:0;git rev-parse --git-dir --git-dir="$PWD" G "\.git" A '{print $(NF)}' C -1
: 1591807850:0;git rev-parse --git-dir --git-dir="$PWD" G "\.git" A '{print $(NF)}' C
: 1591807911:0;git rev-parse --git-dir --git-dir="$PWD" G "\.git" A '{print $(NF-2)}'
: 1591807929:0;git rev-parse --git-dir --git-dir="$PWD" G "\.git" A '{print $(NF-1)}'
: 1591807999:0;git rev-parse --git-dir --git-dir="$PWD" G "\.git" A ' { print ( $(NF-1) ) }\
'
: 1591808018:0;git rev-parse --git-dir --git-dir="$PWD" G "\.git" A ' { print ( $(NF-2) ) }'
: 1591808052:0;seq 12 | xargs -n5
: 1591808063:0;seq 10 | xargs -n5
: 1591808079:0;seq 10 | xargs -n5 | awk '{NF--; print $NF}'
: 1591808108:0;git rev-parse --git-dir --git-dir="$PWD" G "\.git" A '{NF--; print $NF}'
: 1591808155:0;git rev-parse --git-dir --git-dir="$PWD" G "\.git" A 'BEGIN { FS = "," } ; {NF--; print $NF}'
: 1591808270:0;echo $PWD A '{print $(NF)}'
: 1591808296:0;echo $PWD A '{BEGIN { FS = "/" }; {print $(NF)}'
: 1591808402:0;git rev-parse --git-dir="$PWD" G "\.git"
: 1591808405:0;git rev-parse --git-dir --git-dir="$PWD" G "\.git"
: 1591808939:0;echo $PWD A 'BEGIN { FS = "/" }; {print $(NF)}'
: 1591809110:0;git rev-parse --git-dir --git-dir="$OLDPWD"
: 1591809281:0;echo $PWD A 'BEGIN { FS = "/" }; {print $(NF)}'rse --git-dir --git-dir="$PWD" G "\.git" A 'BEGIN { FS = "/" } ; {NF--; print $NF}'cho $PWD A 'BEGIN { FS = "/" }; {print $(NF)}'
: 1591809320:0;git rev-parse --git-dir --git-dir="$OLDPWD" G "\.git" A 'BEGIN { FS = "/" } ; {NF--; print $NF}'
: 1591809391:0;git rev-parse --git-dir --git-dir="$PWD" G "\.git" A 'BEGIN { FS = "/" } ; {NF--; print $NF}'
: 1591809392:0;$PWD | awk 'BEGIN { FS = "/" }; {print $(NF)}'
: 1591809421:0;echo $OLDPWD | awk 'BEGIN { FS = "/" }; {print $(NF)}'
: 1591809549:0;echo $PWD | awk 'BEGIN { FS = "/" }; {print $(NF)}'
: 1591811639:0;gs -v
: 1591811654:0;gs --long --ahead-behind --show-stash
: 1591811667:0;gs --ahead-behind
: 1591812454:0;brew list npm
: 1591812969:0;brew install nvm
: 1591813899:0;npm -v
: 1591814020:0;nvm -help
: 1591814337:0;nvm install node
: 1591814365:0;node -version
: 1591814411:0;nvm list
: 1591821170:0;git diff HEAD 79073f9
: 1591821547:0;git diff 8853fca ba643e2
: 1591821912:0;gl T -5
: 1591821920:0;gl H -5
: 1591821965:0;git diff 79073f9 HEAD
: 1591822005:0;g look ba643e2
: 1591822635:0;git log --since=yesterday.midnight
: 1591822661:0;git log --since=yesterday.midnight --before=0am
: 1591822963:0;git log --since=yesterday.midnight --until="today"
: 1591824725:0;gco 2e8a196
: 1591824739:0;git diff 2e8a196 HEAD
: 1591824864:0;git diff 01965ab HEAD
: 1591831799:0;cat recent_dirs
: 1591832035:0;rm .zcompdump
: 1591832297:0;mv zsh_history ~/.zsh_history
: 1591834133:0;$recent_dir
: 1591834142:0;echo $recent_dir
: 1591834146:0;echo $recent_dirs
: 1591834202:0;push ~/Downloads
: 1591834205:0;pushed ~/Downloads
: 1591834229:0;pushd ~/Downloads
: 1591834239:0;echo $dirstack
: 1591834279:0;$dirstack[1]
: 1591834289:0;echo $dirstack[1]
: 1591836924:0;mv pry_history ~/.pry_history
: 1591839999:0;rm pry
: 1591840004:0;rm -Rf pry
: 1591843239:0;/etc/hosts
: 1591843819:0;man g
: 1591876082:0;gacm "UPDATE: resources and aliases"
: 1591877101:0;git remote update
: 1591893166:0;dcr
: 1591893195:0;mv gist.rb ~/.bin/git_init
: 1591896332:0;gist
: 1591896340:0;gist.txt
: 1591898394:0;ruby gist.rb shadow-tester
: 1591898500:0;ruby gist.rb shadow-tester2
: 1591907249:0;gist.rb
: 1591917510:0;ruby gist.rb t1
: 1591921791:0;ruby gist.rb kb
: 1591928510:0;setup="\'{\"description\":\"a gist\",\"public\":\"true\",\"files\":{\"#{@title}\":{\"content\":\"#{@text}\"}}\'"
: 1591928529:0;setup="\'{\"description\":\"a gist\",\"public\":\"true\",\"files\":{\"#{@title}\":{\"content\":\"#{@text}\"},},}\'"
: 1591928548:0;setup
: 1591960561:0;gacm "GIST: setup variable is erroring"
: 1591989376:0;curl --user shadow-chasing:c04df5af40d951271fe9c850a4ca938b3e6f1af3 --data @- https://api.github.com/gists
: 1591989545:0;curl --user shadow-chasing:c04df5af40d951271fe9c850a4ca938b3e6f1af3 '{"description":"Created via API","public":"true","files":{"my new gist":{"content":"this is a gist"}}' --data @- https://api.github.com/gists
: 1591989596:0;curl --user shadow-chasing:c04df5af40d951271fe9c850a4ca938b3e6f1af3 --data '{"description":"Created via API","public":"true","files":{"my new gist":{"content":"this is a gist"}}' https://api.github.com/gists
: 1591989719:0;curl --user shadow-chasing:c04df5af40d951271fe9c850a4ca938b3e6f1af3 --data '{"description":"Created via API","public":"true","files":{"my new gist":{"content":"this is a gist"}}}' https://api.github.com/gists
: 1591989749:0;curl --user shadow-chasing:c04df5af40d951271fe9c850a4ca938b3e6f1af3 --data '{"description":"testing","public":"true","files":{"my second gist":{"content":"this is a gist"}}}' https://api.github.com/gists
: 1591991794:0;v gist.txt
: 1592014419:0;rm recent_dirs ~/.recent_dirs
: 1592043137:0;h G "chmod"
: 1592043157:0;chmod 600 .env
: 1592045939:0;popd 1
: 1592046086:0;popd 2
: 1592046103:0;popd -2
: 1592046276:0;pushd ~/.dotfiles
: 1592049417:0;gcm "ALIASES: sorted. still working on gist."
: 1592053139:0;gacm "update README"
: 1592053265:0;v setup_readme.md
: 1592054400:0;rm setup_readme.md
: 1592055403:0;h G chmod
: 1592058331:0;gru
: 1592059660:0;pgrep vim
: 1592060501:0;any vim
: 1592060515:0;kill 44555
: 1592060663:0;which colors
: 1592062664:0;jobs %vim
: 1592063666:0;popd
: 1592063783:0;popd -3
: 1592063826:0;d H -10
: 1592064418:0;dirs -v tail -10
: 1592064435:0;dirs -v H -10
: 1592071030:0;dirs -v T -10
: 1592072784:0;updat
: 1592073287:0;rm help.txt
: 1592084205:0;ruby gist.rb notice
: 1592089197:0;echo $dest_root
: 1592089253:0;mkdir -p -- $dirs
: 1592091305:0;hosts=($((\
( [ -r .ssh/known_hosts ] && awk '{print $1}' .ssh/known_hosts | tr , '\n');\\
echo $basehost; ) | sort -u) )
: 1592091315:0;echo $hosts
: 1592091324:0;echo $HOSTS
: 1592091344:0;echo $basehost
: 1592091480:0;dp 1
: 1592091491:0;dp -1
: 1592091548:0;popd -1
: 1592091967:0;dirs=(**/*(/))up
: 1592092559:0;find ~/Music
: 1592092640:0;find ~/Music | print -l **/*.m4a G ed
: 1592092670:0;find ~/Music | print -l **/*.m4a G "^ED"
: 1592092683:0;find ~/Music | print -l **/*.m4a G "ED"
: 1592092691:0;find ~/Music | print -l **/*.m4a G ED
: 1592092711:0;find ~/Music | print -l **/*.m4a
: 1592092727:0;find ~/Music | print -l **/*.m4a G "A"
: 1592092744:0;find ~/Music | print -l **/*.m4a G "Ed Sheeran"
: 1592093256:0;find . "*.m4v"
: 1592093267:0;print -l **/*.m4v
: 1592093960:0;h G dirs
: 1592093982:0;dirs=(**/*.m4a)
: 1592094003:0;h G print
: 1592094019:0;print -l **/*.m4a
: 1592094078:0;echo $PWD
: 1592094203:0;mu
: 1592099640:0;mv ~/.bin/git_init/git_init.rb ~/.bin/
: 1592102147:0;gaa
: 1592102181:0;gcm "REmoved failed attempt to escape the data hash passed in on the gist"
: 1592102562:0;rm stack.rb
: 1592102997:0;v notes.sh
: 1592103016:0;rm notes.sh
: 1592103350:0;l\cd
: 1592103352:0;dcd
: 1592104457:0;seq 10
: 1592109964:0;zrz
: 1592144611:0;gacm "removing old scripts and clutter"
: 1592145812:0;man curl
: 1592147104:0;v gist.rb && chmod u+x gist.rb
: 1592148298:0;gl H -10
: 1592148346:0;gco afe72b3
: 1592149461:0;rm git_init
: 1592149468:0;rm -Rf git_init
: 1592149525:0;chmod u+x gist.rb
: 1592149739:0;ruby gist.rb
: 1592149815:0;v gist.rb
: 1592149831:0;rm gist.rb
: 1592150768:0;echo $GIT_USERNAME
: 1592150775:0;echo $GIT_TOKEN
: 1592150825:0;curl -u "shadow-chasing:c04df5af40d951271fe9c850a4ca938b3e6f1af3" --data @- https://api.github.com/gists
: 1592150912:0;curl --user "shadow-chasing:c04df5af40d951271fe9c850a4ca938b3e6f1af3" --request POST --data '{"description":"Created via API","public":"true","files":{"file1.txt":{"content":"Demo"}}' https://api.github.com/gists
: 1592152191:0;pbpaste
: 1592158003:0;echo $(~/.rvm/bin/rvm-prompt)
: 1592158294:0;echo $(nvm version)
: 1592158324:0;echo $(nvm_find_nvmrc)
: 1592159612:0;t gist.rb
: 1592159711:0;echo (**/*(/))
: 1592159726:0;echo **/*(/)
: 1592159791:0;mkdir test
: 1592159795:0;dirs=(**/*)
: 1592159813:0;man find
: 1592160131:0;man glob
: 1592160293:0;find -type f
: 1592160296:0;find . -type f
: 1592160396:0;foo
: 1592160569:0;ru
: 1592160694:0;f test
: 1592167079:0;-
: 1592167210:0;popd +15
: 1592167224:0;popd +13
: 1592167416:0;po +15
: 1592167602:0;h G update
: 1592167608:0;h G up
: 1592167996:0;c1
: 1592168320:0;c 2
: 1592168327:0;rm c
: 1592168745:0;c 1
: 1592177721:0;po
: 1592178396:0;functions _directory_stack
: 1592179381:0;g show e7899d0
: 1592179840:0;g show -n e7899d0
: 1592179889:0;g show -C e7899d0
: 1592179980:0;g show -S e7899d0
: 1592180011:0;g show -S e7899d0 G READ
: 1592180023:0;g show -S e7899d0 G "README.md"
: 1592180031:0;g show -S e7899d0 G README.md
: 1592180041:0;g show e7899d0 G README.md
: 1592182313:0;date +%V
: 1592182593:0;man tr
: 1592230161:0;git acm "REWRITTING BOOTSTRAP: refactoring all into a class with some small methods"
: 1592230242:0;gco 2c4d7e3
: 1592230356:0;gco bab3e57
: 1592230383:0;gco mas
: 1592230420:0;gco 93a2acf
: 1592230854:0;gco d7359a2
: 1592231147:0;gco ee191ad
: 1592242744:0;git tasks
: 1592250455:0;git submodule add git@github.com:shadow-chasing/ctrlp-funky.git
: 1592254433:0;t zsh_not_real
: 1592255740:0;rm zsh_not_real
: 1592255816:0;gacm "UPDATE: bootstrap has been refactored"
: 1592262388:0;h G curl
: 1592262478:0;rm .zsh_not_real
: 1592262508:0;cat new.txt
: 1592262515:0;rm new.txt
